Time [min],Reflectance_590,PulseNumber
0.02008,795.00000,1.0
0.04017,799.00000,2.0
0.06025,802.00000,3.0
0.08033,798.00000,4.0
0.10042,798.00000,5.0
0.12050,798.00000,6.0
0.14058,798.00000,7.0
0.16067,797.00000,8.0
0.18075,805.00000,9.0
0.20083,803.00000,10.0
