SysConst;AvgTime;Oxygen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ChambConst;Chamber;Aperture;blc_a;blc_b;blc_c;blc_d;blc_e;blc_minS;blc_maxS;blc_Po;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6800-01A;6 cm²;0,578;0,5229739;0,003740252;-0,06197961;-0,005608586;1;6;96,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LTConst;deltaTw;fT1;fT2;fTeb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LQConst;Leaf;Ambient;abs_ambient;abs_redLED;abs_greenLED;abs_blueLED;abs_whiteLED;abs_redFlr;abs_blueFlr;k_ambient;k_redLED;k_greenLED;k_blueLED;k_whiteLED;k_redFlr;k_blueFlr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;standard;Sun+Sky;0,8;0,84;0,7;0,87;0,75;0,84;0,87;0,1911;0,1512;0,161;0,2262;0,1575;0,1596;0,2175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QConst;fQ_Amb_in;fQ_Amb_out;fQ_HeadLS;fQ_ConsoleLS;fQ_Flr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LeakConst;fan_a;fan_b;fan_c;fan_d;Fs_meas;Fs_true;leak_wt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-6276;6,6;0,00001709;3,11;2.29793 186.979 354.559 582.934 845.285 1043.77 1237.3 1381.11;-1.10855 211.91 387.485 594.558 807.115 1000.92 1201.48 1400.55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SysObs;SysObs;SysObs;SysObs;SysObs;SysObs;UserDefCon;UserDefCon;UserDefCon;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Leak;Leak;Leak;Leak;Leak;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;LeafQ;LeafQ;LeafQ;LeafQ;Const;Const;Const;Const;Const;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrStats;FlrStats;FlrStats;FlrStats;FlrStats;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status
obs;time;elapsed;date;hhmmss;averaging;exp type;DyeType;material;TIME;E;Emm;A;Ca;Ci;Pci;Pca;gsw;gbw;gtw;gtc;Rabs;TleafEB;TleafCnd;SVPleaf;RHcham;VPcham;SVPcham;VPDleaf;LatHFlux;SenHFlux;NetTherm;EBSum;Asty;Esty;Adyn;Crd;Csd;dCsd/dt;αVc;Edyn;Hr;Hs;dHs/dt;αVh;Leak;LeakPct;CorrFact;CorrFactPct;Fan;DarkAdaptedID;Qmax_d;Fo;Fm;Fv/Fm;A_dark;LightAdaptedID;Qmax;Fs;Fm';PhiPS2;PS2/1;Qabs_fs;A_fs;ETR;PhiCO2;NPQ;alt._Fo';DarkPulseID;Fmin;Fo';Fv'/Fm';qP;qN;qP_Fo;qN_Fo;qL;1-qL;ID;P1_dur;P1_Fmax;T@P1_Fmax;Q@P1_Fmax;P1_PredF;P1_ΔF;P2_dur;P2_ramp;P2_int;P2_int_se;P2_slp;P2_slp_se;P2_R2;P2_dQdt;P3_dur;P3_Fmax;T@P3_Fmax;Q@P3_Fmax;P3_PredF;P3_ΔF;ID;Dur;DCo;InitSlope;Fo;F1;T@F1;T@HIR;F2;T@F2;DCmax;T@DCmax;PhiPS2_dc;Qin;Qabs;alpha;convert;S;K;Geometry;Custom;UseDynamic;TIME;CO2_s;CO2_r;H2O_s;H2O_r;CO2_a;H2O_a;Flow;Pa;ΔPcham;Tair;Tleaf;Tleaf2;Offset;Offset2;Fan_speed;Qamb_in;Qamb_out;ΔCO2;CO2_s_d;CO2_r_d;ΔH2O;CO2_b;H2O_b;e_s;e_r;Td_s;Td_r;Q;f_red;f_blue;f_farred;F;Q_modavg;F_dc;Pc;Tled;TDigital;TPreamp;TPwrSpy;TDrive;Q_red;Q_blue;Q_farred;TSPF;state;F_avg;dF/dt;dF_dc/dt;F_dc_avg;period;time;hhmmss;co2_t;h2o_t;count;co2_adj;h2o_adj;co2_match;h2o_match;co2_at;h2o_at;co2_cv;h2o_cv;Adyn:MN;Adyn:SLP;Adyn:SD;Adyn:OK;gsw:MN;gsw:SLP;gsw:SD;gsw:OK;Stable;Total;State;Vflow;VPchamber;abs_c_a;abs_c_b;abs_h_a;abs_h_b;Wc_s;Wc_r;Wco_s;Wco_r;Ww_s;Ww_r;Wwo_s;Wwo_r;Flow_s_v;Flow_r_v;Tleaf_mv;Tleaf2_mv;Tleaf_j;Tleaf2_j;Console_RH;Console_T;Console_H2O;Fan_%;Flow_%;Pump;Tchp_pwm;Txchg_pwm;diag_20v;diag_5_4v;diag_12v;diag_5va;diag_3_3vf;AccCO2_soda;AccH2O_des;AccH2O_hum;CO2_hrs;ADC_CH1;ADC_CH2;ADC_CH3;ADC_CH4;ADC_CH5;ADC_CH6;ADC_CH7;ADC_CH8;DAC_1;DAC_2;DAC_3;DAC_4;GPIO;GPIO_dir;excit_5v;power_12v;power_5v;ch1_pullup;AuxPower;MatchValveR;MatchValveS;MatchCO2;MatchH2O;cf_co2_a;cf_co2_b;cf_co2_c;cf_co2_d;cf_h2o_a;cf_h2o_b;cf_h2o_c;cf_h2o_d;co2_fit_low;co2_fit_high;h2o_fit_low;h2o_fit_high;co2_elapsed;h2o_elapsed;CO2_f;CO2_f_s;Pump_f;Pump_f_s;Pump_p;Pump_p_s;Tboard;V_system;DIAG;Flow_s;Flow_r;Txchg;Tirga;Tchopper;Ts;Tr;CO2_%;Desiccant_%;Humidifier_%;Txchg_sp;CO2_r_sp;H2O_r_sp;SS_s;SS_r
;s;s;;;s;;;;s;mol m⁻² s⁻¹;mmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;Pa;Pa;mol m⁻² s⁻¹;mol m⁻² s⁻¹;mol m⁻² s⁻¹;mol m⁻² s⁻¹;W m⁻²;°C;°C;kPa;%;kPa;kPa;kPa;W m⁻²;W m⁻²;W m⁻²;W m⁻²;µmol m⁻² s⁻¹;mmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;µmol mol⁻¹ s⁻¹;cm³;mmol m⁻² s⁻¹;mmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹ s⁻¹;cm³;µmol s⁻¹;%;;%;µmol s⁻¹;;;;;;µmol m⁻² s⁻¹;;;;;;;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol µmol⁻¹;;;;;;;;;;;;;;ms;;ms;µmol m⁻² s⁻¹;;;ms;%;;;centimol m⁻² s⁻¹;centimol m⁻² s⁻¹;;mol m⁻² s⁻²;ms;;ms;µmol m⁻² s⁻¹;;;;ms;;s⁻¹;;;ms;ms;;ms;;ms;;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;;J/µmol;cm²;;;mol m⁻² s⁻¹;;s;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;µmol s⁻¹;kPa;kPa;°C;°C;°C;°C;°C;rpm;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;kPa;kPa;°C;°C;µmol m⁻² s⁻¹;;;;;µmol m⁻² s⁻¹;;;°C;°C;°C;°C;°C;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;s;;;min⁻¹;min⁻¹;;s;secs;;s;s;;µmol/mol;mmol/mol;µmol/mol;mmol/mol;µmol/mol;mmol/mol;%;%;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹ min⁻¹;µmol m⁻² s⁻¹;;mol m⁻² s⁻¹;mol m⁻² s⁻¹ min⁻¹;mol m⁻² s⁻¹;;;;;V;V;;;;;;;;;;;;;V;V;mV;mV;°C;°C;%;°C;mmol mol⁻¹;%;%;;V;V;V;V;V;V;V;mg;mg;mg;hrs;V;V;V;V;V;V;V;V;V;V;V;V;;;;;;;V;%;%;µmol/mol;mmol/mol;µmol/mol;;;;mmol/mol;;;;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹;min;min;V;V;V;V;V;V;°C;V;;µmol s⁻¹;µmol s⁻¹;°C;°C;°C;°C;°C;%;%;%;°C;µmol mol⁻¹;mmol mol⁻¹;%;%
1;1749722083;0;20250612 11:54:42;11:54:42;none;;;;1749722083;-5,07348E-05;-0,050734802;-0,072386526;600,068;569,686128;57,91707965;61,00584943;-0,005370167;2,9689027;-0,005375569;-0,003359245;0,003988675;25,02177208;24,9104;3,162731757;70,0543195;2,228657134;3,181327218;0,934074623;2,237404763;15,73384712;1,120526443;19,095767;-0,039579203;-0,050693917;-0,072386526;613,4479179;613,5118788;-0,000132805;67,0236983;-0,050734802;21,96380662;21,92147818;-4,46375E-05;78,78677453;217;31;1;0;54418,39896;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020993029;-0,072386526;#DIV/0!;-3,44812213;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499917;0,020993029;0,41993028;0,079786753;6;0,5;0: Broadleaf;2;TRUE;1749722083;600,068;600,008;21,9216;21,9641;599,998;21,4058;699,99;101,565;0,0998937;25,0087;24,9104;999,9;0;0;10068,5;0;0,0107026;0,0596313;613,517;613,483;-0,0425072;600,008;21,9641;2,22647;2,23079;19,1541;19,1852;0,0499917;0;0;0;6,17;0,0499917;-3,03;1,36;34,875;39,875;37,5;39,812;37,375;0;0;0;1749722080;0;4,006153846;7,202735077;-4,150427352;-0,997692308;15;0;--:--:--;0;0;0;0;0;0;0;0;0;0;0;-0,056085384;-0,068934655;0,035808314;1;-0,005416156;0,002929791;0,000611271;1;2;2;2/2;3,32678;2,83456;0,126547;0,127626;0,114089;0,116596;24105;26945,9;27261,8;30723,5;33346,9;35617,4;41726,6;44381,9;1,96698;2,32226;0,0458658;0;24,1573;999,9;55,9;31,7;25,8386;64,2798;17,1434;2;-0,137569;0,327081;20,2126;5,20531;11,9381;4,99364;3,291;1275,9;5559,8;9999;8,3;1,86264;1,86752;1,86892;1,86356;1,86722;1,86231;1,86289;1,86508;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;0,07;0,5158;-0,397697078;0,001218779;-9,91736E-07;4,31398E-10;-0,059978091;0,004864177;0,001046926;-8,22577E-07;3;2181;0;24;29162034,7;29162034,7;1,72607;2,66602;2,14966;2,60376;2,34741;2,31323;40,8093;23,7548;18;459,872;754,164;24,3308;25,6085;30,0004;25,6365;25,4014;34,5219;12,6274;100;24,3263;600;22,0248;99,8411;99,5548
2;1749722203;120,5999999;20250612 11:56:43;11:56:43;none;;;;1749722203;-4,78441E-05;-0,047844083;-0,121884381;500,136;454,7234073;46,22860032;50,84538618;-0,005094903;2,958056009;-0,005099784;-0,003186926;0,003988675;25,01837081;24,8951;3,159846007;70,15098937;2,231373322;3,180815185;0,928472686;2,109924044;17,68574595;1,264039911;21,06369858;-0,073425155;-0,049148362;-0,121884381;511,2592157;511,3651879;0,000214805;67,0236983;-0,047844083;21,98893925;21,94883152;2,3703E-07;78,78677453;225;32;1;0;54099,27379;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020993029;-0,121884381;#DIV/0!;-5,805945552;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499917;0,020993029;0,41993028;0,079786753;6;0,5;0: Broadleaf;2;TRUE;1749722203;500,136;500,052;21,9487;21,9899;500,118;21,4317;700,043;101,563;0,10012;25,006;24,8951;999,9;0;0;10007;0;0,0106261;0,0835876;511,359;511,295;-0,0412483;500,052;21,9899;2,22919;2,23337;19,1736;19,2037;0,0499917;0;0;0;-0,21;0,0499917;-0,55;2,74;35,562;41,187;38,375;41,75;38,125;0;0;0;1749722201;0;3,991538462;-1,228034242;2,804786499;-0,566923077;15;0;--:--:--;0;0;0;0;0;0;0;0;0;0;0;-0,142512165;0,084054541;0,028411266;1;-0,005009991;0,00034684;0,000129112;1;2;2;2/2;3,32685;2,83424;0,111113;0,112066;0,11418;0,116686;24532,1;27426;27263,2;30723;33345,1;35614,1;41728,7;44382,4;1,9513;2,32048;0,0446141;0;24,1625;999,9;55,7;31,8;25,8926;64,2397;17,2837;2;-0,1379;0,308695;20,2126;5,20507;11,9381;4,9936;3,291;1279,9;5570,6;9999;8,3;1,86263;1,86752;1,86891;1,86355;1,86722;1,86228;1,86284;1,86508;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;0,018;0,517;-0,397697078;0,001218779;-9,91736E-07;4,31398E-10;-0,059978091;0,004864177;0,001046926;-8,22577E-07;3;2181;0;24;29162036,7;29162036,7;1,48682;2,64404;2,14966;2,60376;2,34741;2,29858;40,8865;23,7548;18;451,254;752,735;24,2519;25,6129;30,0001;25,6472;25,412;29,7553;12,6274;100;24,2474;500;21,9594;99,8462;99,5549
3;1749722324;241,0999999;20250612 11:58:43;11:58:43;none;;;;1749722324;-7,09249E-06;-0,007092492;-0,28997139;400,239;-216,655742;-22,02459356;40,68713445;-0,000753677;2,964462048;-0,000753784;-0,000471105;0,003988675;24,98245005;24,8693;3,154985054;70,01820566;2,223779472;3,1760018;0,931205581;0,312778918;17,78797467;1,268272151;19,37301442;-0,31847138;-0,0058441;-0,28997139;408,9303407;409,1851212;-0,000167085;67,0236983;-0,007092492;21,88099667;21,87505152;-3,39519E-07;78,78677453;229;33;1;0;54292,40839;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020993029;-0,28997139;#DIV/0!;-13,81274689;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499917;0,020993029;0,41993028;0,079786753;6;0,5;0: Broadleaf;2;TRUE;1749722324;400,239;399,964;21,8753;21,8802;400,28;21,3617;699,95;101,557;0,100096;24,9806;24,8693;999,9;0;0;10044;0;0,0107026;0,27478;409,19;408,912;-0,00488281;399,964;21,8802;2,22158;2,22208;19,1188;19,1224;0,0499917;0;0;0;4,23;0,0499917;-0,38;0,75;34,562;38,312;36,625;37,75;36,375;0;0;0;1749722321;0;3,700769231;-3,159658188;-0,42837589;1,371923077;15;0;--:--:--;0;0;0;0;0;0;0;0;0;0;0;-0,266063365;0,022834723;0,046517997;1;0,000449644;-0,004354135;0,001336485;1;2;2;2/2;3,3267;2,83454;0,0941192;0,0948953;0,113911;0,116274;25002,4;27957,8;27264,7;30724,6;33357,2;35632,9;41730,9;44384,9;1,94326;2,31942;0,0444055;0;24,1401;999,9;55,5;31,9;25,9507;64,4197;17,3277;2;-0,139096;0,142645;20,211;5,20531;11,9381;4,99344;3,291;1283,6;5580,7;9999;8,3;1,86265;1,86752;1,86893;1,86356;1,86723;1,8623;1,86284;1,86508;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,041;0,5136;-0,397697078;0,001218779;-9,91736E-07;4,31398E-10;-0,059978091;0,004864177;0,001046926;-8,22577E-07;3;2181;0;24;29162038,7;29162038,7;1,24023;2,65869;2,14966;2,60254;2,34741;2,29126;40,9638;23,746;18;446,844;751,811;24,3225;25,6064;30,0002;25,6472;25,4129;24,8248;13,1934;100;24,3335;400;21,8984;99,8514;99,5604
4;1749722444;361,5999999;20250612 12:00:44;12:00:44;none;;;;1749722444;-2,54798E-05;-0,025479754;-0,145761043;300,103;209,5695532;21,30257994;30,50523347;-0,002689631;2,964850114;-0,002690988;-0,001681745;0,003988675;25,00418501;24,8946;3,159751741;69,91530831;2,222763319;3,179222652;0,936988422;1,12365715;16,46362293;1,173942982;18,76521174;-0,155848492;-0,025052871;-0,145761043;306,687687;306,8152061;4,8072E-05;67,0236983;-0,025479754;21,88798801;21,86663576;-1,21019E-06;78,78677453;232;33;1;0;54300,56823;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020993029;-0,145761043;#DIV/0!;-6,943307049;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499917;0,020993029;0,41993028;0,079786753;6;0,5;0: Broadleaf;2;TRUE;1749722444;300,103;299,963;21,867;21,888;300,212;21,3537;700,144;101,549;0,100212;24,9976;24,8946;999,9;0;0;10047;0;0,0107026;0,139801;306,812;306,675;-0,020998;299,963;21,888;2,22057;2,2227;19,1115;19,1269;0,0499917;0;0;0;2,14;0,0499917;0,56;2,45;34,937;39,937;37,5;39,875;37,375;0;0;0;1749722442;0;3,4012;-4,856923059;-3,029999953;-0,5408;15;0;--:--:--;0;0;0;0;0;0;0;0;0;0;0;-0,1363862;0,096588953;0,030624956;1;-0,002751805;0,001578219;0,000288252;1;2;2;2/2;3,32693;2,83468;0,0750738;0,0757072;0,113873;0,116294;25529,5;28551,9;27266,1;30726,1;33360,8;35633,6;41733,7;44386,8;1,93632;2,31818;0,0453293;0;24,1503;999,9;55,2;32;25,9548;63,9597;17,3197;2;-0,139425;0,199932;20,2128;5,20519;11,9381;4,99372;3,291;1287,6;5592;9999;8,4;1,86264;1,86752;1,86891;1,86356;1,86723;1,86232;1,86284;1,86508;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,109;0,5133;-0,397697078;0,001218779;-9,91736E-07;4,31398E-10;-0,059978091;0,004864177;0,001046926;-8,22577E-07;3;2181;0;24;29162040,7;29162040,7;0,983887;2,66846;2,14966;2,60376;2,34741;2,27905;41,0412;23,7548;18;443,035;750,678;24,3345;25,5978;30;25,6429;25,4099;19,6848;13,1934;100;24,335;300;21,8984;99,8576;99,5648
