Time [min],Reflectance_590,PulseNumber
76.31540,874.00000,228.0
76.65012,868.00000,229.0
76.98483,870.00000,230.0
77.31955,871.00000,231.0
77.65427,870.00000,232.0
77.98898,870.00000,233.0
78.32370,870.00000,234.0
78.65842,872.00000,235.0
78.99313,870.00000,236.0
79.32785,866.00000,237.0
79.66257,873.00000,238.0
79.99728,871.00000,239.0
80.33200,870.00000,240.0
80.66672,868.00000,241.0
81.00143,870.00000,242.0
81.33615,866.00000,243.0
81.67087,870.00000,244.0
82.00558,865.00000,245.0
82.34030,872.00000,246.0
82.67502,866.00000,247.0
83.00973,872.00000,248.0
83.34445,874.00000,249.0
83.67917,860.00000,250.0
84.01388,869.00000,251.0
84.34860,873.00000,252.0
84.68332,870.00000,253.0
85.01803,872.00000,254.0
85.35275,875.00000,255.0
85.68747,870.00000,256.0
86.02218,873.00000,257.0
86.35690,870.00000,258.0
86.69162,866.00000,259.0
87.02633,873.00000,260.0
87.36105,874.00000,261.0
87.69577,871.00000,262.0
88.03048,867.00000,263.0
88.36520,876.00000,264.0
88.69992,873.00000,265.0
89.03463,873.00000,266.0
89.36935,872.00000,267.0
89.70407,868.00000,268.0
90.03878,874.00000,269.0
90.37350,873.00000,270.0
90.70822,871.00000,271.0
91.04293,872.00000,272.0
91.37765,872.00000,273.0
91.71237,872.00000,274.0
92.04708,872.00000,275.0
92.38180,868.00000,276.0
92.71652,873.00000,277.0
93.05123,874.00000,278.0
93.38595,870.00000,279.0
93.72067,870.00000,280.0
94.05538,875.00000,281.0
94.39010,872.00000,282.0
94.72482,873.00000,283.0
95.05953,865.00000,284.0
95.39425,872.00000,285.0
95.72897,873.00000,286.0
96.06368,871.00000,287.0
96.39840,878.00000,288.0
96.73312,874.00000,289.0
97.06783,874.00000,290.0
97.40255,873.00000,291.0
97.73727,873.00000,292.0
98.07198,873.00000,293.0
98.40670,872.00000,294.0
98.74142,871.00000,295.0
99.07613,874.00000,296.0
99.41085,866.00000,297.0
99.74557,876.00000,298.0
100.08028,870.00000,299.0
100.41500,869.00000,300.0
100.74972,873.00000,301.0
101.08443,864.00000,302.0
101.41915,871.00000,303.0
101.75387,873.00000,304.0
102.08858,872.00000,305.0
102.42330,873.00000,306.0
102.75802,871.00000,307.0
103.09273,870.00000,308.0
103.42745,874.00000,309.0
103.76217,872.00000,310.0
104.09688,873.00000,311.0
104.43160,872.00000,312.0
104.76632,873.00000,313.0
105.10103,872.00000,314.0
105.43575,880.00000,315.0
105.77047,874.00000,316.0
106.10518,872.00000,317.0
106.43990,875.00000,318.0
106.77462,869.00000,319.0
107.10933,871.00000,320.0
107.44405,876.00000,321.0
107.77877,868.00000,322.0
108.11348,870.00000,323.0
108.44820,874.00000,324.0
108.78292,874.00000,325.0
109.11763,872.00000,326.0
109.45235,874.00000,327.0
109.78707,874.00000,328.0
110.12178,870.00000,329.0
110.45650,876.00000,330.0
110.79122,873.00000,331.0
111.12593,874.00000,332.0
111.46065,872.00000,333.0
111.79537,872.00000,334.0
112.13008,869.00000,335.0
112.46480,873.00000,336.0
112.79952,872.00000,337.0
113.13423,874.00000,338.0
113.46895,870.00000,339.0
113.80367,875.00000,340.0
114.13838,873.00000,341.0
114.47310,876.00000,342.0
114.80782,875.00000,343.0
115.14253,873.00000,344.0
115.47725,872.00000,345.0
115.81197,873.00000,346.0
116.14668,872.00000,347.0
116.48140,865.00000,348.0
116.81612,874.00000,349.0
117.15083,875.00000,350.0
117.48555,881.00000,351.0
117.82027,874.00000,352.0
118.15498,874.00000,353.0
118.48970,874.00000,354.0
118.82442,877.00000,355.0
119.15913,872.00000,356.0
119.49385,878.00000,357.0
119.82857,874.00000,358.0
120.16328,875.00000,359.0
120.49800,876.00000,360.0
120.83272,874.00000,361.0
121.16743,873.00000,362.0
121.50215,865.00000,363.0
121.83687,872.00000,364.0
122.17158,872.00000,365.0
122.50630,872.00000,366.0
122.84102,872.00000,367.0
123.17573,873.00000,368.0
123.51045,877.00000,369.0
123.84517,876.00000,370.0
124.17988,875.00000,371.0
124.51460,874.00000,372.0
124.84932,874.00000,373.0
125.18403,874.00000,374.0
125.51875,872.00000,375.0
125.85347,877.00000,376.0
126.18818,868.00000,377.0
126.52290,873.00000,378.0
126.85762,876.00000,379.0
127.19233,876.00000,380.0
127.52705,873.00000,381.0
127.86177,872.00000,382.0
128.19648,877.00000,383.0
128.53120,874.00000,384.0
128.86592,872.00000,385.0
129.20063,876.00000,386.0
129.53535,872.00000,387.0
129.87007,876.00000,388.0
130.20478,872.00000,389.0
130.53950,875.00000,390.0
130.87422,873.00000,391.0
131.20893,874.00000,392.0
131.54365,873.00000,393.0
131.87837,877.00000,394.0
132.21308,873.00000,395.0
132.54780,877.00000,396.0
132.88252,870.00000,397.0
133.21723,874.00000,398.0
133.55195,873.00000,399.0
133.88667,874.00000,400.0
134.22138,877.00000,401.0
134.55610,874.00000,402.0
134.89082,878.00000,403.0
135.22553,876.00000,404.0
135.56025,874.00000,405.0
135.89497,877.00000,406.0
136.22968,876.00000,407.0
136.56440,873.00000,408.0
136.89912,874.00000,409.0
137.23383,874.00000,410.0
137.56855,874.00000,411.0
137.90327,873.00000,412.0
138.23798,874.00000,413.0
138.57270,874.00000,414.0
138.90742,877.00000,415.0
139.24213,873.00000,416.0
139.57685,876.00000,417.0
139.91157,870.00000,418.0
140.24628,870.00000,419.0
140.58100,873.00000,420.0
140.91572,872.00000,421.0
141.25043,877.00000,422.0
141.58515,876.00000,423.0
141.91987,879.00000,424.0
142.25458,876.00000,425.0
142.58930,877.00000,426.0
142.92402,877.00000,427.0
143.25873,876.00000,428.0
143.59345,877.00000,429.0
143.92817,880.00000,430.0
144.26288,875.00000,431.0
144.59760,876.00000,432.0
144.93232,877.00000,433.0
145.26703,872.00000,434.0
145.60175,877.00000,435.0
145.93647,874.00000,436.0
146.27118,877.00000,437.0
