Time [min],Reflectance_590,PulseNumber
0.02000,2135.00000,1.0
0.04000,2120.00000,2.0
0.06000,2125.00000,3.0
0.08000,2130.00000,4.0
0.10000,2130.00000,5.0
0.12000,2128.00000,6.0
0.14000,2096.00000,7.0
0.16000,2101.00000,8.0
0.18000,2098.00000,9.0
0.20000,2091.00000,10.0
0.22000,2092.00000,11.0
0.24000,2095.00000,12.0
0.26000,2086.00000,13.0
0.28000,2089.00000,14.0
0.30000,2086.00000,15.0
0.32000,2064.00000,16.0
0.34000,2057.00000,17.0
0.36000,2047.00000,18.0
0.38000,2040.00000,19.0
0.40000,2035.00000,20.0
0.42000,2039.00000,21.0
0.44000,2034.00000,22.0
0.46000,2044.00000,23.0
0.48000,2044.00000,24.0
0.50000,2050.00000,25.0
0.52000,2040.00000,26.0
0.54000,2036.00000,27.0
0.56000,2034.00000,28.0
0.58000,2036.00000,29.0
0.60000,2032.00000,30.0
0.62000,2032.00000,31.0
0.64000,2041.00000,32.0
0.66000,2036.00000,33.0
0.68000,2035.00000,34.0
0.70000,2022.00000,35.0
0.72000,2033.00000,36.0
0.74000,2026.00000,37.0
0.76000,2034.00000,38.0
0.78000,2030.00000,39.0
0.80000,2058.00000,40.0
0.82000,2060.00000,41.0
0.84000,2067.00000,42.0
0.86000,2068.00000,43.0
0.88000,2058.00000,44.0
0.90000,2063.00000,45.0
0.92000,2056.00000,46.0
0.94000,2046.00000,47.0
0.96000,2066.00000,48.0
0.98000,2068.00000,49.0
1.00000,2061.00000,50.0
1.02000,2066.00000,51.0
1.04000,2058.00000,52.0
1.06000,2059.00000,53.0
1.08000,2066.00000,54.0
1.10000,2058.00000,55.0
1.12000,2068.00000,56.0
1.14000,2067.00000,57.0
1.16000,2050.00000,58.0
1.18000,2058.00000,59.0
1.20000,2057.00000,60.0
1.22000,2049.00000,61.0
1.24000,2056.00000,62.0
1.26000,2053.00000,63.0
1.28000,2062.00000,64.0
1.30000,2069.00000,65.0
1.32000,2080.00000,66.0
1.34000,2076.00000,67.0
1.36000,2069.00000,68.0
1.38000,2070.00000,69.0
1.40000,2070.00000,70.0
1.42000,2075.00000,71.0
1.44000,2063.00000,72.0
1.46000,2073.00000,73.0
1.48000,2080.00000,74.0
1.50000,2076.00000,75.0
1.52000,2078.00000,76.0
